RETAILER,REGION,CHANNEL,SEGMENT,DATE,SALE
Costco,Mexico,DTC,Ice Cream,2024-01-02,118066.09
Costco,Mexico,Wholesale,Ice Cream,2024-01-03,176812.76
Costco,Mexico,DTC,Ice Cream,2024-01-03,134652.57
Costco,Mexico,Wholesale,Ice Cream,2024-01-04,166429.59
Costco,Mexico,DTC,Ice Cream,2024-01-04,137852.46
Costco,Mexico,Wholesale,Ice Cream,2024-01-05,170707.45
Costco,Mexico,DTC,Ice Cream,2024-01-05,122155.28
Costco,Mexico,Wholesale,Ice Cream,2024-01-06,201059.47
Costco,Mexico,DTC,Ice Cream,2024-01-06,164740.75
Costco,Mexico,Wholesale,Ice Cream,2024-01-07,200019.52
Costco,Mexico,DTC,Ice Cream,2024-01-07,142008.26
Costco,Mexico,Wholesale,Ice Cream,2024-01-08,187154.73
Costco,Mexico,DTC,Ice Cream,2024-01-08,115691.95
Costco,Mexico,Wholesale,Ice Cream,2024-01-09,152331.41
Costco,Mexico,DTC,Ice Cream,2024-01-09,128695.35
Costco,Mexico,Wholesale,Ice Cream,2024-01-10,159445.54
Costco,Mexico,DTC,Ice Cream,2024-01-10,108403.51
Costco,Mexico,Wholesale,Ice Cream,2024-01-11,163466.77
Costco,Mexico,DTC,Ice Cream,2024-01-11,113453.78
Costco,Mexico,Wholesale,Ice Cream,2024-01-12,147692.63
Costco,Mexico,DTC,Ice Cream,2024-01-12,118419.68
Costco,Mexico,Wholesale,Ice Cream,2024-01-13,219910.67
Costco,Mexico,DTC,Ice Cream,2024-01-13,140063.04
Costco,Mexico,Wholesale,Ice Cream,2024-01-14,201682.51
Costco,Mexico,DTC,Ice Cream,2024-01-14,133934.09
Costco,Mexico,Wholesale,Ice Cream,2024-01-15,174301.37
Costco,Mexico,DTC,Ice Cream,2024-01-15,118980.35
Costco,Mexico,Wholesale,Ice Cream,2024-01-16,169581.23
Costco,Mexico,DTC,Ice Cream,2024-01-16,139114.45
Costco,Mexico,Wholesale,Ice Cream,2024-01-17,181711.83
Costco,Mexico,DTC,Ice Cream,2024-01-17,109907.55
Costco,Mexico,Wholesale,Ice Cream,2024-01-18,162539.23
Costco,Mexico,DTC,Ice Cream,2024-01-18,134314.86
Costco,Mexico,Wholesale,Ice Cream,2024-01-19,191970.93
Costco,Mexico,DTC,Ice Cream,2024-01-19,128792.28
Costco,Mexico,Wholesale,Ice Cream,2024-01-20,191622.08
Costco,Mexico,DTC,Ice Cream,2024-01-20,166038.62
Costco,Mexico,Wholesale,Ice Cream,2024-01-21,174432.93
Costco,Mexico,DTC,Ice Cream,2024-01-21,166122.82
Costco,Mexico,Wholesale,Ice Cream,2024-01-22,187026.35
Costco,Mexico,DTC,Ice Cream,2024-01-22,122069.66
Costco,Mexico,Wholesale,Ice Cream,2024-01-23,153905.89
Costco,Mexico,DTC,Ice Cream,2024-01-23,129911.71
Costco,Mexico,Wholesale,Ice Cream,2024-01-24,191779.67
Costco,Mexico,DTC,Ice Cream,2024-01-24,117254.63
Costco,Mexico,Wholesale,Ice Cream,2024-01-25,167463.85
Costco,Mexico,DTC,Ice Cream,2024-01-25,130762.79
Costco,Mexico,Wholesale,Ice Cream,2024-01-26,150336.92
Costco,Mexico,DTC,Ice Cream,2024-01-26,104723.19
Costco,Mexico,Wholesale,Ice Cream,2024-01-27,193730.68
Costco,Mexico,DTC,Ice Cream,2024-01-27,143126.56
Costco,Mexico,Wholesale,Ice Cream,2024-01-28,235233.05
Costco,Mexico,DTC,Ice Cream,2024-01-28,162478.21
Costco,Mexico,Wholesale,Ice Cream,2024-01-29,146983.97
Costco,Mexico,DTC,Ice Cream,2024-01-29,107327.78
Costco,Mexico,Wholesale,Ice Cream,2024-01-30,192095.55
Costco,Mexico,DTC,Ice Cream,2024-01-30,112837.04
Costco,Mexico,Wholesale,Ice Cream,2024-01-31,172283.02
Costco,Mexico,DTC,Ice Cream,2024-01-31,116023.60
Costco,Mexico,Wholesale,Ice Cream,2024-02-01,177082.29
Costco,Mexico,DTC,Ice Cream,2024-02-01,122679.40
Costco,Mexico,Wholesale,Ice Cream,2024-02-02,149393.11
Costco,Mexico,DTC,Ice Cream,2024-02-02,130116.78
Costco,Mexico,Wholesale,Ice Cream,2024-02-03,178684.56
Costco,Mexico,DTC,Ice Cream,2024-02-03,160675.25
Costco,Mexico,Wholesale,Ice Cream,2024-02-04,238495.70
Costco,Mexico,DTC,Ice Cream,2024-02-04,145785.42
Costco,Mexico,Wholesale,Ice Cream,2024-02-05,157507.28
Costco,Mexico,DTC,Ice Cream,2024-02-05,139137.74
Costco,Mexico,Wholesale,Ice Cream,2024-02-06,190200.03
Costco,Mexico,DTC,Ice Cream,2024-02-06,139291.21
Costco,Mexico,Wholesale,Ice Cream,2024-02-07,152411.34
Costco,Mexico,DTC,Ice Cream,2024-02-07,122166.61
Costco,Mexico,Wholesale,Ice Cream,2024-02-08,158816.98
Costco,Mexico,DTC,Ice Cream,2024-02-08,112276.25
Costco,Mexico,Wholesale,Ice Cream,2024-02-09,175125.79
Costco,Mexico,DTC,Ice Cream,2024-02-09,139551.86
Costco,Mexico,Wholesale,Ice Cream,2024-02-10,213461.56
Costco,Mexico,DTC,Ice Cream,2024-02-10,144550.45
Costco,Mexico,Wholesale,Ice Cream,2024-02-11,238146.42
Costco,Mexico,DTC,Ice Cream,2024-02-11,165302.11
Costco,Mexico,Wholesale,Ice Cream,2024-02-12,198894.33
Costco,Mexico,DTC,Ice Cream,2024-02-12,115264.56
Costco,Mexico,Wholesale,Ice Cream,2024-02-13,155003.19
Costco,Mexico,DTC,Ice Cream,2024-02-13,126578.10
Costco,Mexico,Wholesale,Ice Cream,2024-02-14,150101.15
Costco,Mexico,DTC,Ice Cream,2024-02-14,139264.60
Costco,Mexico,Wholesale,Ice Cream,2024-02-15,190237.60
Costco,Mexico,DTC,Ice Cream,2024-02-15,116889.03
Costco,Mexico,Wholesale,Ice Cream,2024-02-16,177469.31
Costco,Mexico,DTC,Ice Cream,2024-02-16,131459.89
Costco,Mexico,Wholesale,Ice Cream,2024-02-17,219219.48
Costco,Mexico,DTC,Ice Cream,2024-02-17,133072.62
Costco,Mexico,Wholesale,Ice Cream,2024-02-18,212146.04
Costco,Mexico,DTC,Ice Cream,2024-02-18,126097.30
Costco,Mexico,Wholesale,Ice Cream,2024-02-19,156712.09
Costco,Mexico,DTC,Ice Cream,2024-02-19,139151.58
Costco,Mexico,Wholesale,Ice Cream,2024-02-20,156813.80
Costco,Mexico,DTC,Ice Cream,2024-02-20,104621.51
Costco,Mexico,Wholesale,Ice Cream,2024-02-21,176248.19
Costco,Mexico,DTC,Ice Cream,2024-02-21,113335.30
Costco,Mexico,Wholesale,Ice Cream,2024-02-22,178564.03
Costco,Mexico,DTC,Ice Cream,2024-02-22,112332.47
Costco,Mexico,Wholesale,Ice Cream,2024-02-23,153579.56
Costco,Mexico,DTC,Ice Cream,2024-02-23,109170.04
Costco,Mexico,Wholesale,Ice Cream,2024-02-24,231031.47
Costco,Mexico,DTC,Ice Cream,2024-02-24,136682.97
Costco,Mexico,Wholesale,Ice Cream,2024-02-25,232903.38
Costco,Mexico,DTC,Ice Cream,2024-02-25,155456.98
Costco,Mexico,Wholesale,Ice Cream,2024-02-26,162844.08
Costco,Mexico,DTC,Ice Cream,2024-02-26,136259.11
Costco,Mexico,Wholesale,Ice Cream,2024-02-27,176193.73
Costco,Mexico,DTC,Ice Cream,2024-02-27,135147.94
Costco,Mexico,Wholesale,Ice Cream,2024-02-28,153167.29
Costco,Mexico,DTC,Ice Cream,2024-02-28,138893.63
Costco,Mexico,Wholesale,Ice Cream,2024-02-29,165922.25
Costco,Mexico,DTC,Ice Cream,2024-02-29,129613.31
Costco,Mexico,Wholesale,Ice Cream,2024-03-01,175150.32
Costco,Mexico,DTC,Ice Cream,2024-03-01,120602.50
Costco,Mexico,Wholesale,Ice Cream,2024-03-02,202003.26
Costco,Mexico,DTC,Ice Cream,2024-03-02,136380.02
Costco,Mexico,Wholesale,Ice Cream,2024-03-03,218241.42
Costco,Mexico,DTC,Ice Cream,2024-03-03,155357.05
Costco,Mexico,Wholesale,Ice Cream,2024-03-04,168612.72
Costco,Mexico,DTC,Ice Cream,2024-03-04,141014.42
Costco,Mexico,Wholesale,Ice Cream,2024-03-05,182651.98
Costco,Mexico,DTC,Ice Cream,2024-03-05,107562.03
Costco,Mexico,Wholesale,Ice Cream,2024-03-06,196641.34
Costco,Mexico,DTC,Ice Cream,2024-03-06,139838.02
Costco,Mexico,Wholesale,Ice Cream,2024-03-07,187963.73
Costco,Mexico,DTC,Ice Cream,2024-03-07,118749.69
Costco,Mexico,Wholesale,Ice Cream,2024-03-08,181039.51
Costco,Mexico,DTC,Ice Cream,2024-03-08,122912.98
Costco,Mexico,Wholesale,Ice Cream,2024-03-09,215031.95
Costco,Mexico,DTC,Ice Cream,2024-03-09,137309.32
Costco,Mexico,Wholesale,Ice Cream,2024-03-10,184948.18
Costco,Mexico,DTC,Ice Cream,2024-03-10,168617.67
Costco,Mexico,Wholesale,Ice Cream,2024-03-11,163787.46
Costco,Mexico,DTC,Ice Cream,2024-03-11,119697.08
Costco,Mexico,Wholesale,Ice Cream,2024-03-12,174516.17
Costco,Mexico,DTC,Ice Cream,2024-03-12,113799.85
Costco,Mexico,Wholesale,Ice Cream,2024-03-13,179205.04
Costco,Mexico,DTC,Ice Cream,2024-03-13,141723.32
Costco,Mexico,Wholesale,Ice Cream,2024-03-14,173326.46
Costco,Mexico,DTC,Ice Cream,2024-03-14,144300.05
Costco,Mexico,Wholesale,Ice Cream,2024-03-15,191850.98
Costco,Mexico,DTC,Ice Cream,2024-03-15,107808.52
Costco,Mexico,Wholesale,Ice Cream,2024-03-16,214734.54
Costco,Mexico,DTC,Ice Cream,2024-03-16,162269.81
Costco,Mexico,Wholesale,Ice Cream,2024-03-17,230379.13
Costco,Mexico,DTC,Ice Cream,2024-03-17,152497.57
Costco,Mexico,Wholesale,Ice Cream,2024-03-18,175751.21
Costco,Mexico,DTC,Ice Cream,2024-03-18,132504.12
Costco,Mexico,Wholesale,Ice Cream,2024-03-19,170669.42
Costco,Mexico,DTC,Ice Cream,2024-03-19,143860.74
Costco,Mexico,Wholesale,Ice Cream,2024-03-20,175875.82
Costco,Mexico,DTC,Ice Cream,2024-03-20,131495.73
Costco,Mexico,Wholesale,Ice Cream,2024-03-21,168300.78
Costco,Mexico,DTC,Ice Cream,2024-03-21,123080.32
Costco,Mexico,Wholesale,Ice Cream,2024-03-22,187707.12
Costco,Mexico,DTC,Ice Cream,2024-03-22,132367.46
Costco,Mexico,Wholesale,Ice Cream,2024-03-23,223765.35
Costco,Mexico,DTC,Ice Cream,2024-03-23,163683.40
Costco,Mexico,Wholesale,Ice Cream,2024-03-24,213854.95
Costco,Mexico,DTC,Ice Cream,2024-03-24,162315.42
Costco,Mexico,Wholesale,Ice Cream,2024-03-25,178747.07
Costco,Mexico,DTC,Ice Cream,2024-03-25,140633.30
Costco,Mexico,Wholesale,Ice Cream,2024-03-26,189727.48
Costco,Mexico,DTC,Ice Cream,2024-03-26,141526.37
Costco,Mexico,Wholesale,Ice Cream,2024-03-27,152559.24
Costco,Mexico,DTC,Ice Cream,2024-03-27,117259.15
Costco,Mexico,Wholesale,Ice Cream,2024-03-28,186782.99
Costco,Mexico,DTC,Ice Cream,2024-03-28,116259.84
Costco,Mexico,Wholesale,Ice Cream,2024-03-29,178338.27
Costco,Mexico,DTC,Ice Cream,2024-03-29,142412.44
Costco,Mexico,Wholesale,Ice Cream,2024-03-30,214418.73
Costco,Mexico,DTC,Ice Cream,2024-03-30,133209.42
Costco,Mexico,Wholesale,Ice Cream,2024-03-31,0.00
Costco,Mexico,DTC,Ice Cream,2024-03-31,151968.39
Costco,Mexico,Wholesale,Ice Cream,2024-04-01,155827.98
Costco,Mexico,DTC,Ice Cream,2024-04-01,123191.64
Costco,Mexico,Wholesale,Ice Cream,2024-04-02,162833.83
Costco,Mexico,DTC,Ice Cream,2024-04-02,143990.58
Costco,Mexico,Wholesale,Ice Cream,2024-04-03,163193.31
Costco,Mexico,DTC,Ice Cream,2024-04-03,122801.31
Costco,Mexico,Wholesale,Ice Cream,2024-04-04,165860.89
Costco,Mexico,DTC,Ice Cream,2024-04-04,148485.44
Costco,Mexico,Wholesale,Ice Cream,2024-04-05,171360.53
Costco,Mexico,DTC,Ice Cream,2024-04-05,139664.72
Costco,Mexico,Wholesale,Ice Cream,2024-04-06,217632.72
Costco,Mexico,DTC,Ice Cream,2024-04-06,149628.85
Costco,Mexico,Wholesale,Ice Cream,2024-04-07,202882.85
Costco,Mexico,DTC,Ice Cream,2024-04-07,181047.79
Costco,Mexico,Wholesale,Ice Cream,2024-04-08,197813.64
Costco,Mexico,DTC,Ice Cream,2024-04-08,113221.77
Costco,Mexico,Wholesale,Ice Cream,2024-04-09,197390.56
Costco,Mexico,DTC,Ice Cream,2024-04-09,148072.50
Costco,Mexico,Wholesale,Ice Cream,2024-04-10,181886.56
Costco,Mexico,DTC,Ice Cream,2024-04-10,117759.44
Costco,Mexico,Wholesale,Ice Cream,2024-04-11,162329.50
Costco,Mexico,DTC,Ice Cream,2024-04-11,135504.42
Costco,Mexico,Wholesale,Ice Cream,2024-04-12,194226.37
Costco,Mexico,DTC,Ice Cream,2024-04-12,139479.44
Costco,Mexico,Wholesale,Ice Cream,2024-04-13,241262.04
Costco,Mexico,DTC,Ice Cream,2024-04-13,138888.15
Costco,Mexico,Wholesale,Ice Cream,2024-04-14,233427.16
Costco,Mexico,DTC,Ice Cream,2024-04-14,149584.01
Costco,Mexico,Wholesale,Ice Cream,2024-04-15,178325.42
Costco,Mexico,DTC,Ice Cream,2024-04-15,115432.78
Costco,Mexico,Wholesale,Ice Cream,2024-04-16,163295.29
Costco,Mexico,DTC,Ice Cream,2024-04-16,131852.28
Costco,Mexico,Wholesale,Ice Cream,2024-04-17,190160.55
Costco,Mexico,DTC,Ice Cream,2024-04-17,119229.52
Costco,Mexico,Wholesale,Ice Cream,2024-04-18,152834.60
Costco,Mexico,DTC,Ice Cream,2024-04-18,117174.61
Costco,Mexico,Wholesale,Ice Cream,2024-04-19,165112.35
Costco,Mexico,DTC,Ice Cream,2024-04-19,116211.67
Costco,Mexico,Wholesale,Ice Cream,2024-04-20,213723.67
Costco,Mexico,DTC,Ice Cream,2024-04-20,147757.11
Costco,Mexico,Wholesale,Ice Cream,2024-04-21,219758.84
Costco,Mexico,DTC,Ice Cream,2024-04-21,158683.38
Costco,Mexico,Wholesale,Ice Cream,2024-04-22,156697.20
Costco,Mexico,DTC,Ice Cream,2024-04-22,129864.07
Costco,Mexico,Wholesale,Ice Cream,2024-04-23,189690.14
Costco,Mexico,DTC,Ice Cream,2024-04-23,114614.95
Costco,Mexico,Wholesale,Ice Cream,2024-04-24,190308.87
Costco,Mexico,DTC,Ice Cream,2024-04-24,114172.03
Costco,Mexico,Wholesale,Ice Cream,2024-04-25,175261.08
Costco,Mexico,DTC,Ice Cream,2024-04-25,114002.89
Costco,Mexico,Wholesale,Ice Cream,2024-04-26,176693.72
Costco,Mexico,DTC,Ice Cream,2024-04-26,127677.50
Costco,Mexico,Wholesale,Ice Cream,2024-04-27,190127.45
Costco,Mexico,DTC,Ice Cream,2024-04-27,143641.01
Costco,Mexico,Wholesale,Ice Cream,2024-04-28,193245.13
Costco,Mexico,DTC,Ice Cream,2024-04-28,174881.65
Costco,Mexico,Wholesale,Ice Cream,2024-04-29,159750.43
Costco,Mexico,DTC,Ice Cream,2024-04-29,128536.28
Costco,Mexico,Wholesale,Ice Cream,2024-04-30,191167.35
Costco,Mexico,DTC,Ice Cream,2024-04-30,116868.24
Costco,Mexico,Wholesale,Ice Cream,2024-05-01,169935.40
Costco,Mexico,DTC,Ice Cream,2024-05-01,107906.43
Costco,Mexico,Wholesale,Ice Cream,2024-05-02,181288.81
Costco,Mexico,DTC,Ice Cream,2024-05-02,109433.64
Costco,Mexico,Wholesale,Ice Cream,2024-05-03,173322.16
Costco,Mexico,DTC,Ice Cream,2024-05-03,113418.50
Costco,Mexico,Wholesale,Ice Cream,2024-05-04,225254.74
Costco,Mexico,DTC,Ice Cream,2024-05-04,145305.32
Costco,Mexico,Wholesale,Ice Cream,2024-05-05,222034.04
Costco,Mexico,DTC,Ice Cream,2024-05-05,154238.89
Costco,Mexico,Wholesale,Ice Cream,2024-05-06,163149.26
Costco,Mexico,DTC,Ice Cream,2024-05-06,115739.36
Costco,Mexico,Wholesale,Ice Cream,2024-05-07,178650.75
Costco,Mexico,DTC,Ice Cream,2024-05-07,130339.14
Costco,Mexico,Wholesale,Ice Cream,2024-05-08,179343.17
Costco,Mexico,DTC,Ice Cream,2024-05-08,136354.78
Costco,Mexico,Wholesale,Ice Cream,2024-05-09,175182.91
Costco,Mexico,DTC,Ice Cream,2024-05-09,115208.68
Costco,Mexico,Wholesale,Ice Cream,2024-05-10,177409.29
Costco,Mexico,DTC,Ice Cream,2024-05-10,105533.85
Costco,Mexico,Wholesale,Ice Cream,2024-05-11,177579.03
Costco,Mexico,DTC,Ice Cream,2024-05-11,158128.38
Costco,Mexico,Wholesale,Ice Cream,2024-05-12,208574.89
Costco,Mexico,DTC,Ice Cream,2024-05-12,133057.74
Costco,Mexico,Wholesale,Ice Cream,2024-05-13,142053.12
Costco,Mexico,DTC,Ice Cream,2024-05-13,105519.13
Costco,Mexico,Wholesale,Ice Cream,2024-05-14,180526.35
Costco,Mexico,DTC,Ice Cream,2024-05-14,115339.13
Costco,Mexico,Wholesale,Ice Cream,2024-05-15,172753.27
Costco,Mexico,DTC,Ice Cream,2024-05-15,133056.45
Costco,Mexico,Wholesale,Ice Cream,2024-05-16,150175.07
Costco,Mexico,DTC,Ice Cream,2024-05-16,122390.11
Costco,Mexico,Wholesale,Ice Cream,2024-05-17,174836.84
Costco,Mexico,DTC,Ice Cream,2024-05-17,124468.93
Costco,Mexico,Wholesale,Ice Cream,2024-05-18,189618.75
Costco,Mexico,DTC,Ice Cream,2024-05-18,158034.61
Costco,Mexico,Wholesale,Ice Cream,2024-05-19,175311.83
Costco,Mexico,DTC,Ice Cream,2024-05-19,161665.34
Costco,Mexico,Wholesale,Ice Cream,2024-05-20,175246.45
Costco,Mexico,DTC,Ice Cream,2024-05-20,121924.74
Costco,Mexico,Wholesale,Ice Cream,2024-05-21,142546.36
Costco,Mexico,DTC,Ice Cream,2024-05-21,124783.22
Costco,Mexico,Wholesale,Ice Cream,2024-05-22,162020.88
Costco,Mexico,DTC,Ice Cream,2024-05-22,118280.98
Costco,Mexico,Wholesale,Ice Cream,2024-05-23,158783.66
Costco,Mexico,DTC,Ice Cream,2024-05-23,116001.02
Costco,Mexico,Wholesale,Ice Cream,2024-05-24,143211.43
Costco,Mexico,DTC,Ice Cream,2024-05-24,122289.17
Costco,Mexico,Wholesale,Ice Cream,2024-05-25,212477.91
Costco,Mexico,DTC,Ice Cream,2024-05-25,128158.56
Costco,Mexico,Wholesale,Ice Cream,2024-05-26,0.00
Costco,Mexico,DTC,Ice Cream,2024-05-26,163459.62
Costco,Mexico,Wholesale,Ice Cream,2024-05-27,160953.10
Costco,Mexico,DTC,Ice Cream,2024-05-27,115781.22
Costco,Mexico,Wholesale,Ice Cream,2024-05-28,163356.81
Costco,Mexico,DTC,Ice Cream,2024-05-28,114880.20
Costco,Mexico,Wholesale,Ice Cream,2024-05-29,170158.49
Costco,Mexico,DTC,Ice Cream,2024-05-29,110673.65
Costco,Mexico,Wholesale,Ice Cream,2024-05-30,141344.47
Costco,Mexico,DTC,Ice Cream,2024-05-30,112956.65
Costco,Mexico,Wholesale,Ice Cream,2024-05-31,140293.01
Costco,Mexico,DTC,Ice Cream,2024-05-31,115872.57
Costco,Mexico,Wholesale,Ice Cream,2024-06-01,218739.75
Costco,Mexico,DTC,Ice Cream,2024-06-01,159453.96
Costco,Mexico,Wholesale,Ice Cream,2024-06-02,193188.72
Costco,Mexico,DTC,Ice Cream,2024-06-02,161734.53
Costco,Mexico,Wholesale,Ice Cream,2024-06-03,201210.92
Costco,Mexico,DTC,Ice Cream,2024-06-03,132417.26
Costco,Mexico,Wholesale,Ice Cream,2024-06-04,170187.89
Costco,Mexico,DTC,Ice Cream,2024-06-04,137071.46
Costco,Mexico,Wholesale,Ice Cream,2024-06-05,171724.87
Costco,Mexico,DTC,Ice Cream,2024-06-05,114972.08
Costco,Mexico,Wholesale,Ice Cream,2024-06-06,198516.54
Costco,Mexico,DTC,Ice Cream,2024-06-06,123719.22
Costco,Mexico,Wholesale,Ice Cream,2024-06-07,202608.86
Costco,Mexico,DTC,Ice Cream,2024-06-07,134048.01
Costco,Mexico,Wholesale,Ice Cream,2024-06-08,213910.23
Costco,Mexico,DTC,Ice Cream,2024-06-08,140569.40
Costco,Mexico,Wholesale,Ice Cream,2024-06-09,192083.81
Costco,Mexico,DTC,Ice Cream,2024-06-09,170131.27
Costco,Mexico,Wholesale,Ice Cream,2024-06-10,156976.64
Costco,Mexico,DTC,Ice Cream,2024-06-10,117908.98
Costco,Mexico,Wholesale,Ice Cream,2024-06-11,169589.13
Costco,Mexico,DTC,Ice Cream,2024-06-11,137259.44
Costco,Mexico,Wholesale,Ice Cream,2024-06-12,155835.42
Costco,Mexico,DTC,Ice Cream,2024-06-12,113482.95
Costco,Mexico,Wholesale,Ice Cream,2024-06-13,188388.18
Costco,Mexico,DTC,Ice Cream,2024-06-13,124838.67
Costco,Mexico,Wholesale,Ice Cream,2024-06-14,196403.28
Costco,Mexico,DTC,Ice Cream,2024-06-14,146672.30
Costco,Mexico,Wholesale,Ice Cream,2024-06-15,184733.58
Costco,Mexico,DTC,Ice Cream,2024-06-15,137654.28
Costco,Mexico,Wholesale,Ice Cream,2024-06-16,228404.18
Costco,Mexico,DTC,Ice Cream,2024-06-16,167636.57
Costco,Mexico,Wholesale,Ice Cream,2024-06-17,158450.83
Costco,Mexico,DTC,Ice Cream,2024-06-17,136177.19
Costco,Mexico,Wholesale,Ice Cream,2024-06-18,194306.69
Costco,Mexico,DTC,Ice Cream,2024-06-18,115866.29
Costco,Mexico,Wholesale,Ice Cream,2024-06-19,168507.01
Costco,Mexico,DTC,Ice Cream,2024-06-19,121174.34
Costco,Mexico,Wholesale,Ice Cream,2024-06-20,196915.37
Costco,Mexico,DTC,Ice Cream,2024-06-20,136259.29
Costco,Mexico,Wholesale,Ice Cream,2024-06-21,170451.67
Costco,Mexico,DTC,Ice Cream,2024-06-21,123282.27
Costco,Mexico,Wholesale,Ice Cream,2024-06-22,213416.86
Costco,Mexico,DTC,Ice Cream,2024-06-22,147465.88
Costco,Mexico,Wholesale,Ice Cream,2024-06-23,193611.77
Costco,Mexico,DTC,Ice Cream,2024-06-23,181347.27
Costco,Mexico,Wholesale,Ice Cream,2024-06-24,159815.97
Costco,Mexico,DTC,Ice Cream,2024-06-24,123326.23
Costco,Mexico,Wholesale,Ice Cream,2024-06-25,199443.41
Costco,Mexico,DTC,Ice Cream,2024-06-25,116923.90
Costco,Mexico,Wholesale,Ice Cream,2024-06-26,181057.33
Costco,Mexico,DTC,Ice Cream,2024-06-26,120340.19
Costco,Mexico,Wholesale,Ice Cream,2024-06-27,201079.66
Costco,Mexico,DTC,Ice Cream,2024-06-27,136520.81
Costco,Mexico,Wholesale,Ice Cream,2024-06-28,173309.71
Costco,Mexico,DTC,Ice Cream,2024-06-28,134460.17
Costco,Mexico,Wholesale,Ice Cream,2024-06-29,230758.67
Costco,Mexico,DTC,Ice Cream,2024-06-29,171313.26
Costco,Mexico,Wholesale,Ice Cream,2024-06-30,224733.02
Costco,Mexico,DTC,Ice Cream,2024-06-30,149612.53
Costco,Mexico,Wholesale,Ice Cream,2024-07-01,169916.00
Costco,Mexico,DTC,Ice Cream,2024-07-01,137599.08
Costco,Mexico,Wholesale,Ice Cream,2024-07-02,207390.01
Costco,Mexico,DTC,Ice Cream,2024-07-02,149027.42
Costco,Mexico,Wholesale,Ice Cream,2024-07-03,208440.87
Costco,Mexico,DTC,Ice Cream,2024-07-03,118685.32
Costco,Mexico,Wholesale,Ice Cream,2024-07-04,200787.78
Costco,Mexico,DTC,Ice Cream,2024-07-04,116013.99
Costco,Mexico,Wholesale,Ice Cream,2024-07-05,181911.66
Costco,Mexico,DTC,Ice Cream,2024-07-05,155075.33
Costco,Mexico,Wholesale,Ice Cream,2024-07-06,193526.52
Costco,Mexico,DTC,Ice Cream,2024-07-06,139029.82
Costco,Mexico,Wholesale,Ice Cream,2024-07-07,191982.09
Costco,Mexico,DTC,Ice Cream,2024-07-07,159677.80
Costco,Mexico,Wholesale,Ice Cream,2024-07-08,190249.91
Costco,Mexico,DTC,Ice Cream,2024-07-08,126865.86
Costco,Mexico,Wholesale,Ice Cream,2024-07-09,197786.09
Costco,Mexico,DTC,Ice Cream,2024-07-09,142748.47
Costco,Mexico,Wholesale,Ice Cream,2024-07-10,168793.87
Costco,Mexico,DTC,Ice Cream,2024-07-10,143581.99
Costco,Mexico,Wholesale,Ice Cream,2024-07-11,192125.15
Costco,Mexico,DTC,Ice Cream,2024-07-11,147529.01
Costco,Mexico,Wholesale,Ice Cream,2024-07-12,186072.43
Costco,Mexico,DTC,Ice Cream,2024-07-12,130098.14
Costco,Mexico,Wholesale,Ice Cream,2024-07-13,202788.50
Costco,Mexico,DTC,Ice Cream,2024-07-13,162355.61
Costco,Mexico,Wholesale,Ice Cream,2024-07-14,191630.91
Costco,Mexico,DTC,Ice Cream,2024-07-14,146555.64
Costco,Mexico,Wholesale,Ice Cream,2024-07-15,184396.63
Costco,Mexico,DTC,Ice Cream,2024-07-15,125818.82
Costco,Mexico,Wholesale,Ice Cream,2024-07-16,158666.36
Costco,Mexico,DTC,Ice Cream,2024-07-16,147429.65
Costco,Mexico,Wholesale,Ice Cream,2024-07-17,192975.68
Costco,Mexico,DTC,Ice Cream,2024-07-17,121313.74
Costco,Mexico,Wholesale,Ice Cream,2024-07-18,201596.82
Costco,Mexico,DTC,Ice Cream,2024-07-18,127542.91
Costco,Mexico,Wholesale,Ice Cream,2024-07-19,189714.31
Costco,Mexico,DTC,Ice Cream,2024-07-19,152406.39
Costco,Mexico,Wholesale,Ice Cream,2024-07-20,208068.82
Costco,Mexico,DTC,Ice Cream,2024-07-20,139841.73
Costco,Mexico,Wholesale,Ice Cream,2024-07-21,240309.95
Costco,Mexico,DTC,Ice Cream,2024-07-21,156509.39
Costco,Mexico,Wholesale,Ice Cream,2024-07-22,186188.64
Costco,Mexico,DTC,Ice Cream,2024-07-22,135209.88
Costco,Mexico,Wholesale,Ice Cream,2024-07-23,185110.14
Costco,Mexico,DTC,Ice Cream,2024-07-23,123173.41
Costco,Mexico,Wholesale,Ice Cream,2024-07-24,203279.00
Costco,Mexico,DTC,Ice Cream,2024-07-24,120665.32
Costco,Mexico,Wholesale,Ice Cream,2024-07-25,200177.55
Costco,Mexico,DTC,Ice Cream,2024-07-25,146234.21
Costco,Mexico,Wholesale,Ice Cream,2024-07-26,186352.14
Costco,Mexico,DTC,Ice Cream,2024-07-26,137032.74
Costco,Mexico,Wholesale,Ice Cream,2024-07-27,203051.77
Costco,Mexico,DTC,Ice Cream,2024-07-27,174677.36
Costco,Mexico,Wholesale,Ice Cream,2024-07-28,227124.44
Costco,Mexico,DTC,Ice Cream,2024-07-28,172515.48
Costco,Mexico,Wholesale,Ice Cream,2024-07-29,190059.29
Costco,Mexico,DTC,Ice Cream,2024-07-29,142526.64
Costco,Mexico,Wholesale,Ice Cream,2024-07-30,202373.57
Costco,Mexico,DTC,Ice Cream,2024-07-30,130789.40
Costco,Mexico,Wholesale,Ice Cream,2024-07-31,204929.08
Costco,Mexico,DTC,Ice Cream,2024-07-31,150893.46
