R_ID,CHANNEL,SEGMENT,DATE,SALE
AK001,Wholesale,Chocolates,6/30/2024,682327.05
AK001,DTC,Chocolates,6/30/2024,472995.67
AK001,Wholesale,Chocolates,7/1/2024,559223.45
AK001,DTC,Chocolates,7/1/2024,449673.43
AK001,Wholesale,Chocolates,7/2/2024,638639.47
AK001,DTC,Chocolates,7/2/2024,447206.88
AK001,Wholesale,Chocolates,7/3/2024,561101.02
AK001,DTC,Chocolates,7/3/2024,348973.09
AK001,Wholesale,Chocolates,7/4/2024,533788.72
AK001,DTC,Chocolates,7/4/2024,440550.67
AK001,Wholesale,Chocolates,7/5/2024,560338.17
AK001,DTC,Chocolates,7/5/2024,390815.38
AK001,Wholesale,Chocolates,7/6/2024,817895.95
AK001,DTC,Chocolates,7/6/2024,497959.38
AK001,Wholesale,Chocolates,7/7/2024,689536.37
AK001,DTC,Chocolates,7/7/2024,558354.9
AK001,Wholesale,Chocolates,7/8/2024,694195.72
AK001,DTC,Chocolates,7/8/2024,410175.28
AK001,Wholesale,Chocolates,7/9/2024,526962.05
AK001,DTC,Chocolates,7/9/2024,453294.74
AK001,Wholesale,Chocolates,7/10/2024,570306.81
AK001,DTC,Chocolates,7/10/2024,393838.89
AK001,Wholesale,Chocolates,7/11/2024,598135.2
AK001,DTC,Chocolates,7/11/2024,355938.35
AK001,Wholesale,Chocolates,7/12/2024,661092.96
AK001,DTC,Chocolates,7/12/2024,466326.26
AK001,Wholesale,Chocolates,7/13/2024,744518.51
AK001,DTC,Chocolates,7/13/2024,484477.03
AK001,Wholesale,Chocolates,7/14/2024,696674.77
AK001,DTC,Chocolates,7/14/2024,452935.96
AK001,Wholesale,Chocolates,7/15/2024,540082.93
AK001,DTC,Chocolates,7/15/2024,373019.91
AK001,Wholesale,Chocolates,7/16/2024,663728.42
AK001,DTC,Chocolates,7/16/2024,439390.15
AK001,Wholesale,Chocolates,7/17/2024,690215.08
AK001,DTC,Chocolates,7/17/2024,437470.1
AK001,Wholesale,Chocolates,7/18/2024,704412.38
AK001,DTC,Chocolates,7/18/2024,464476.98
AK001,Wholesale,Chocolates,7/19/2024,630419.05
AK001,DTC,Chocolates,7/19/2024,351054.88
AK001,Wholesale,Chocolates,7/20/2024,779199.77
AK001,DTC,Chocolates,7/20/2024,416146.29
AK001,Wholesale,Chocolates,7/21/2024,660316.51
AK001,DTC,Chocolates,7/21/2024,521119.87
AK001,Wholesale,Chocolates,7/22/2024,584882.89
AK001,DTC,Chocolates,7/22/2024,374074.88
AK001,Wholesale,Chocolates,7/23/2024,697986.05
AK001,DTC,Chocolates,7/23/2024,440385.38
AK001,Wholesale,Chocolates,7/24/2024,537167.36
AK001,DTC,Chocolates,7/24/2024,389864.14
AK001,Wholesale,Chocolates,7/25/2024,579833.75
AK001,DTC,Chocolates,7/25/2024,459412.56
AK001,Wholesale,Chocolates,7/26/2024,656476.13
AK001,DTC,Chocolates,7/26/2024,390638.09
AK001,Wholesale,Chocolates,7/27/2024,698265.52
AK001,DTC,Chocolates,7/27/2024,510966.73
AK001,Wholesale,Chocolates,7/28/2024,730048.89
AK001,DTC,Chocolates,7/28/2024,422665.33
AK001,Wholesale,Chocolates,7/29/2024,619107.63
AK001,DTC,Chocolates,7/29/2024,389542.76
AK001,Wholesale,Chocolates,7/30/2024,687854.74
AK001,DTC,Chocolates,7/30/2024,384616.33
AK001,Wholesale,Chocolates,7/31/2024,686313.72
AK001,DTC,Chocolates,7/31/2024,417115.39
AK001,Wholesale,Chocolates,8/1/2024,992410.87
AK001,DTC,Chocolates,8/1/2024,702061.04
AK001,Wholesale,Chocolates,8/2/2024,1039193.91
AK001,DTC,Chocolates,8/2/2024,654693.27
AK001,Wholesale,Chocolates,8/3/2024,1282884.19
AK001,DTC,Chocolates,8/3/2024,859444.18
AK001,Wholesale,Chocolates,8/4/2024,1178766
AK001,DTC,Chocolates,8/4/2024,766693.86
AK001,Wholesale,Chocolates,8/5/2024,944831.37
AK001,DTC,Chocolates,8/5/2024,753783.35
AK001,Wholesale,Chocolates,8/6/2024,1169346.05
AK001,DTC,Chocolates,8/6/2024,585218.85
AK001,Wholesale,Chocolates,8/7/2024,883535.39
AK001,DTC,Chocolates,8/7/2024,657835.89
AK001,Wholesale,Chocolates,8/8/2024,1088424.74
AK001,DTC,Chocolates,8/8/2024,594897.55
AK001,Wholesale,Chocolates,8/9/2024,1013884.25
AK001,DTC,Chocolates,8/9/2024,657355.14
AK001,Wholesale,Chocolates,8/10/2024,1124429.18
AK001,DTC,Chocolates,8/10/2024,848900.36
AK001,Wholesale,Chocolates,8/11/2024,1321203.77
AK001,DTC,Chocolates,8/11/2024,858650.89
AK001,Wholesale,Chocolates,8/12/2024,926623.83
AK001,DTC,Chocolates,8/12/2024,759239.11
AK001,Wholesale,Chocolates,8/13/2024,894393.35
AK001,DTC,Chocolates,8/13/2024,600953.39
AK001,Wholesale,Chocolates,8/14/2024,949465.81
AK001,DTC,Chocolates,8/14/2024,740157.2
AK001,Wholesale,Chocolates,8/15/2024,1029830.39
AK001,DTC,Chocolates,8/15/2024,582519.63
AK001,Wholesale,Chocolates,8/16/2024,971430.98
AK001,DTC,Chocolates,8/16/2024,612046.74
AK001,Wholesale,Chocolates,8/17/2024,1321679.51
AK001,DTC,Chocolates,8/17/2024,774529.79
AK001,Wholesale,Chocolates,8/18/2024,1187968.63
AK001,DTC,Chocolates,8/18/2024,847539.58
AK001,Wholesale,Chocolates,8/19/2024,1016511.5
AK001,DTC,Chocolates,8/19/2024,677065.78
AK001,Wholesale,Chocolates,8/20/2024,942974.01
AK001,DTC,Chocolates,8/20/2024,756422.43
AK001,Wholesale,Chocolates,8/21/2024,1070244.49
AK001,DTC,Chocolates,8/21/2024,692792.55
AK001,Wholesale,Chocolates,8/22/2024,1076576.42
AK001,DTC,Chocolates,8/22/2024,718388.88
AK001,Wholesale,Chocolates,8/23/2024,986908.6
AK001,DTC,Chocolates,8/23/2024,677879.37
AK001,Wholesale,Chocolates,8/24/2024,1370672.6
AK001,DTC,Chocolates,8/24/2024,902954.33
AK001,Wholesale,Chocolates,8/25/2024,1410488.31
AK001,DTC,Chocolates,8/25/2024,842055.11
AK001,Wholesale,Chocolates,8/26/2024,1109079.36
AK001,DTC,Chocolates,8/26/2024,677714.58
AK001,Wholesale,Chocolates,8/27/2024,915978.49
AK001,DTC,Chocolates,8/27/2024,734370.6
AK001,Wholesale,Chocolates,8/28/2024,1040258.56
AK001,DTC,Chocolates,8/28/2024,600981.53
AK001,Wholesale,Chocolates,8/29/2024,1169452.45
AK001,DTC,Chocolates,8/29/2024,721633.92
AK001,Wholesale,Chocolates,8/30/2024,896300.46
AK001,DTC,Chocolates,8/30/2024,746151.71
AK001,Wholesale,Chocolates,8/31/2024,1243532.52
AK001,DTC,Chocolates,8/31/2024,774589.41
AK001,Wholesale,Chocolates,9/1/2024,1044302.91
AK001,DTC,Chocolates,9/1/2024,663048.83
AK001,Wholesale,Chocolates,9/2/2024,1017678.81
AK001,DTC,Chocolates,9/2/2024,589059.92
AK001,Wholesale,Chocolates,9/3/2024,888620.71
AK001,DTC,Chocolates,9/3/2024,570346.65
AK001,Wholesale,Chocolates,9/4/2024,823352.7
AK001,DTC,Chocolates,9/4/2024,581437.34
AK001,Wholesale,Chocolates,9/5/2024,802016.29
AK001,DTC,Chocolates,9/5/2024,546270.29
AK001,Wholesale,Chocolates,9/6/2024,919202.72
AK001,DTC,Chocolates,9/6/2024,650784.36
AK001,Wholesale,Chocolates,9/7/2024,938034.99
AK001,DTC,Chocolates,9/7/2024,783824.11
AK001,Wholesale,Chocolates,9/8/2024,979519.67
AK001,DTC,Chocolates,9/8/2024,666257.24
AK001,Wholesale,Chocolates,9/9/2024,879264.19
AK001,DTC,Chocolates,9/9/2024,615334.04
AK001,Wholesale,Chocolates,9/10/2024,883564.15
AK001,DTC,Chocolates,9/10/2024,613005.99
AK001,Wholesale,Chocolates,9/11/2024,834639.65
AK001,DTC,Chocolates,9/11/2024,576258.03
AK001,Wholesale,Chocolates,9/12/2024,777872.25
AK001,DTC,Chocolates,9/12/2024,508118.43
AK001,Wholesale,Chocolates,9/13/2024,817092.32
AK001,DTC,Chocolates,9/13/2024,533155.63
AK001,Wholesale,Chocolates,9/14/2024,949250.72
AK001,DTC,Chocolates,9/14/2024,692403.21
AK001,Wholesale,Chocolates,9/15/2024,1201302.62
AK001,DTC,Chocolates,9/15/2024,662999
AK001,Wholesale,Chocolates,9/16/2024,1017596.35
AK001,DTC,Chocolates,9/16/2024,626609.55
AK001,Wholesale,Chocolates,9/17/2024,873472.15
AK001,DTC,Chocolates,9/17/2024,571867.78
AK001,Wholesale,Chocolates,9/18/2024,891091.1
AK001,DTC,Chocolates,9/18/2024,506152.39
AK001,Wholesale,Chocolates,9/19/2024,822420.07
AK001,DTC,Chocolates,9/19/2024,595155.04
AK001,Wholesale,Chocolates,9/20/2024,1005736.21
AK001,DTC,Chocolates,9/20/2024,637434.04
AK001,Wholesale,Chocolates,9/21/2024,1216798.77
AK001,DTC,Chocolates,9/21/2024,655474.9
AK001,Wholesale,Chocolates,9/22/2024,1084828.66
AK001,DTC,Chocolates,9/22/2024,683713.43
AK001,Wholesale,Chocolates,9/23/2024,865435.55
AK001,DTC,Chocolates,9/23/2024,653828.56
AK001,Wholesale,Chocolates,9/24/2024,839715.87
AK001,DTC,Chocolates,9/24/2024,557768.08
AK001,Wholesale,Chocolates,9/25/2024,990046.36
AK001,DTC,Chocolates,9/25/2024,542985.28
AK001,Wholesale,Chocolates,9/26/2024,812754.74
AK001,DTC,Chocolates,9/26/2024,651420.39
AK001,Wholesale,Chocolates,9/27/2024,794592.66
AK001,DTC,Chocolates,9/27/2024,619216.41
AK001,Wholesale,Chocolates,9/28/2024,914907.51
AK001,DTC,Chocolates,9/28/2024,736963.86
AK001,Wholesale,Chocolates,9/29/2024,995811.66
AK001,DTC,Chocolates,9/29/2024,787864.4
AK001,Wholesale,Chocolates,9/30/2024,974437.62
AK001,DTC,Chocolates,9/30/2024,491482.86
AK001,Wholesale,Chocolates,10/1/2024,570466.2
AK001,DTC,Chocolates,10/1/2024,402133.19
AK001,Wholesale,Chocolates,10/2/2024,623746.95
AK001,DTC,Chocolates,10/2/2024,412637.34
AK001,Wholesale,Chocolates,10/3/2024,592249.53
AK001,DTC,Chocolates,10/3/2024,423022.21
AK001,Wholesale,Chocolates,10/4/2024,477485.26
AK001,DTC,Chocolates,10/4/2024,404196.26
AK001,Wholesale,Chocolates,10/5/2024,687639.33
AK001,DTC,Chocolates,10/5/2024,407372.15
AK001,Wholesale,Chocolates,10/6/2024,687584.64
AK001,DTC,Chocolates,10/6/2024,438075.92
AK001,Wholesale,Chocolates,10/7/2024,525744.3
AK001,DTC,Chocolates,10/7/2024,382753.31
AK001,Wholesale,Chocolates,10/8/2024,501040.9
AK001,DTC,Chocolates,10/8/2024,438155.1
AK001,Wholesale,Chocolates,10/9/2024,589066.3
AK001,DTC,Chocolates,10/9/2024,390721.17
AK001,Wholesale,Chocolates,10/10/2024,607737.54
AK001,DTC,Chocolates,10/10/2024,324947.21
AK001,Wholesale,Chocolates,10/11/2024,528177.6
AK001,DTC,Chocolates,10/11/2024,362071.25
AK001,Wholesale,Chocolates,10/12/2024,675094.09
AK001,DTC,Chocolates,10/12/2024,395507.78
AK001,Wholesale,Chocolates,10/13/2024,695661.78
AK001,DTC,Chocolates,10/13/2024,430965.23
AK001,Wholesale,Chocolates,10/14/2024,539642.63
AK001,DTC,Chocolates,10/14/2024,428691.5
AK001,Wholesale,Chocolates,10/15/2024,627341.27
AK001,DTC,Chocolates,10/15/2024,358662.74
AK001,Wholesale,Chocolates,10/16/2024,590687.17
AK001,DTC,Chocolates,10/16/2024,342084.58
AK001,Wholesale,Chocolates,10/17/2024,544620.25
AK001,DTC,Chocolates,10/17/2024,343674.4
AK001,Wholesale,Chocolates,10/18/2024,630407.3
AK001,DTC,Chocolates,10/18/2024,341567.87
AK001,Wholesale,Chocolates,10/19/2024,591262.26
AK001,DTC,Chocolates,10/19/2024,417727.05
AK001,Wholesale,Chocolates,10/20/2024,604112.49
AK001,DTC,Chocolates,10/20/2024,516391.45
AK001,Wholesale,Chocolates,10/21/2024,520610.86
AK001,DTC,Chocolates,10/21/2024,382488.48
AK001,Wholesale,Chocolates,10/22/2024,625026.44
AK001,DTC,Chocolates,10/22/2024,421524.23
AK001,Wholesale,Chocolates,10/23/2024,588728.1
AK001,DTC,Chocolates,10/23/2024,327801.68
AK001,Wholesale,Chocolates,10/24/2024,600310.77
AK001,DTC,Chocolates,10/24/2024,429069.2
AK001,Wholesale,Chocolates,10/25/2024,600895.35
AK001,DTC,Chocolates,10/25/2024,365110.14
AK001,Wholesale,Chocolates,10/26/2024,741742.72
AK001,DTC,Chocolates,10/26/2024,424798.16
AK001,Wholesale,Chocolates,10/27/2024,755483.48
AK001,DTC,Chocolates,10/27/2024,521273.9
AK001,Wholesale,Chocolates,10/28/2024,597905.39
AK001,DTC,Chocolates,10/28/2024,400930.12
AK001,Wholesale,Chocolates,10/29/2024,510163.61
AK001,DTC,Chocolates,10/29/2024,423033.55
AK001,Wholesale,Chocolates,10/30/2024,610324.15
AK001,DTC,Chocolates,10/30/2024,370048.75
AK001,Wholesale,Chocolates,10/31/2024,529281.35
AK001,DTC,Chocolates,10/31/2024,352724.1
AK001,Wholesale,Chocolates,11/1/2024,1090822.6
AK001,DTC,Chocolates,11/1/2024,681763.23
AK001,Wholesale,Chocolates,11/2/2024,1311484.06
AK001,DTC,Chocolates,11/2/2024,818760.91
AK001,Wholesale,Chocolates,11/3/2024,1282132.52
AK001,DTC,Chocolates,11/3/2024,1009086.47
AK001,Wholesale,Chocolates,11/4/2024,1041178.68
AK001,DTC,Chocolates,11/4/2024,829874.22
AK001,Wholesale,Chocolates,11/5/2024,1168649.31
AK001,DTC,Chocolates,11/5/2024,793897.78
AK001,Wholesale,Chocolates,11/6/2024,1226854.5
AK001,DTC,Chocolates,11/6/2024,675938.98
AK001,Wholesale,Chocolates,11/7/2024,1068874.77
AK001,DTC,Chocolates,11/7/2024,741946.82
AK001,Wholesale,Chocolates,11/8/2024,1196488.26
AK001,DTC,Chocolates,11/8/2024,667388.37
AK001,Wholesale,Chocolates,11/9/2024,1488215.62
AK001,DTC,Chocolates,11/9/2024,804189.06
AK001,Wholesale,Chocolates,11/10/2024,1326078.47
AK001,DTC,Chocolates,11/10/2024,804413.23
AK001,Wholesale,Chocolates,11/11/2024,1092606.57
AK001,DTC,Chocolates,11/11/2024,788836.85
AK001,Wholesale,Chocolates,11/12/2024,1134933.25
AK001,DTC,Chocolates,11/12/2024,819152.56
AK001,Wholesale,Chocolates,11/13/2024,1184361.25
AK001,DTC,Chocolates,11/13/2024,803814.11
AK001,Wholesale,Chocolates,11/14/2024,1246298.87
AK001,DTC,Chocolates,11/14/2024,794428.02
AK001,Wholesale,Chocolates,11/15/2024,1055481.69
AK001,DTC,Chocolates,11/15/2024,701809.06
AK001,Wholesale,Chocolates,11/16/2024,1325111.95
AK001,DTC,Chocolates,11/16/2024,868102.27
AK001,Wholesale,Chocolates,11/17/2024,1239306.56
AK001,DTC,Chocolates,11/17/2024,825475.1
AK001,Wholesale,Chocolates,11/18/2024,1078385.79
AK001,DTC,Chocolates,11/18/2024,756823.64
AK001,Wholesale,Chocolates,11/19/2024,1056416.7
AK001,DTC,Chocolates,11/19/2024,658587.13
AK001,Wholesale,Chocolates,11/20/2024,1218400.13
AK001,DTC,Chocolates,11/20/2024,688925.94
AK001,Wholesale,Chocolates,11/21/2024,1078405.75
AK001,DTC,Chocolates,11/21/2024,834212.33
AK001,Wholesale,Chocolates,11/22/2024,1069112.67
AK001,DTC,Chocolates,11/22/2024,731255.79
AK001,Wholesale,Chocolates,11/23/2024,1322808.89
AK001,DTC,Chocolates,11/23/2024,846168.58
AK001,Wholesale,Chocolates,11/24/2024,1234532.53
AK001,DTC,Chocolates,11/24/2024,939120.2
AK001,Wholesale,Chocolates,11/25/2024,1124780.39
AK001,DTC,Chocolates,11/25/2024,677506.25
AK001,Wholesale,Chocolates,11/26/2024,1025645.9
AK001,DTC,Chocolates,11/26/2024,764276.87
AK001,Wholesale,Chocolates,11/27/2024,985065.53
AK001,DTC,Chocolates,11/27/2024,854536.2
AK001,Wholesale,Chocolates,11/28/2024,1041733.41
AK001,DTC,Chocolates,11/28/2024,662570.57
AK001,Wholesale,Chocolates,11/29/2024,1236014.99
AK001,DTC,Chocolates,11/29/2024,743096.34
AK001,Wholesale,Chocolates,11/30/2024,1226138.38
AK001,DTC,Chocolates,11/30/2024,864923.1
AK001,Wholesale,Chocolates,12/1/2024,1053544.92
AK001,DTC,Chocolates,12/1/2024,818259.03
AK001,Wholesale,Chocolates,12/2/2024,962899.34
AK001,DTC,Chocolates,12/2/2024,738106.77
AK001,Wholesale,Chocolates,12/3/2024,933968.33
AK001,DTC,Chocolates,12/3/2024,642719.8
AK001,Wholesale,Chocolates,12/4/2024,1065673.91
AK001,DTC,Chocolates,12/4/2024,658389.57
AK001,Wholesale,Chocolates,12/5/2024,1044945.42
AK001,DTC,Chocolates,12/5/2024,692859.98
AK001,Wholesale,Chocolates,12/6/2024,1141983.76
AK001,DTC,Chocolates,12/6/2024,590369.77
AK001,Wholesale,Chocolates,12/7/2024,1281834.7
AK001,DTC,Chocolates,12/7/2024,919324.32
AK001,Wholesale,Chocolates,12/8/2024,1371951.32
AK001,DTC,Chocolates,12/8/2024,808920.87
AK001,Wholesale,Chocolates,12/9/2024,1065662.17
AK001,DTC,Chocolates,12/9/2024,770337.83
AK001,Wholesale,Chocolates,12/10/2024,1047204.28
AK001,DTC,Chocolates,12/10/2024,736608
AK001,Wholesale,Chocolates,12/11/2024,934366.73
AK001,DTC,Chocolates,12/11/2024,705309.64
AK001,Wholesale,Chocolates,12/12/2024,1118085.6
AK001,DTC,Chocolates,12/12/2024,721416.62
AK001,Wholesale,Chocolates,12/13/2024,1024812.06
AK001,DTC,Chocolates,12/13/2024,696118.19
AK001,Wholesale,Chocolates,12/14/2024,1375805.46
AK001,DTC,Chocolates,12/14/2024,767106.84
AK001,Wholesale,Chocolates,12/15/2024,1134392.88
AK001,DTC,Chocolates,12/15/2024,857851.71
AK001,Wholesale,Chocolates,12/16/2024,1015776.34
AK001,DTC,Chocolates,12/16/2024,641086.59
AK001,Wholesale,Chocolates,12/17/2024,931503.03
AK001,DTC,Chocolates,12/17/2024,630143.2
AK001,Wholesale,Chocolates,12/18/2024,963655.49
AK001,DTC,Chocolates,12/18/2024,645798.78
AK001,Wholesale,Chocolates,12/19/2024,1069821.25
AK001,DTC,Chocolates,12/19/2024,698677.8
AK001,Wholesale,Chocolates,12/20/2024,1107173.23
AK001,DTC,Chocolates,12/20/2024,733659.61
AK001,Wholesale,Chocolates,12/21/2024,1353793.26
AK001,DTC,Chocolates,12/21/2024,826415.42
AK001,Wholesale,Chocolates,12/22/2024,1389671.93
AK001,DTC,Chocolates,12/22/2024,725573.95
AK001,Wholesale,Chocolates,12/23/2024,1079662.1
AK001,DTC,Chocolates,12/23/2024,746903.69
AK001,Wholesale,Chocolates,12/24/2024,1186057.85
AK001,DTC,Chocolates,12/24/2024,771753.87
AK001,Wholesale,Chocolates,12/25/2024,0
AK001,DTC,Chocolates,12/25/2024,702137.35
AK001,Wholesale,Chocolates,12/26/2024,1165127.42
AK001,DTC,Chocolates,12/26/2024,652910.61
AK001,Wholesale,Chocolates,12/27/2024,946025.71
AK001,DTC,Chocolates,12/27/2024,709272.69
AK001,Wholesale,Chocolates,12/28/2024,1257030.17
AK001,DTC,Chocolates,12/28/2024,761752.43
AK001,Wholesale,Chocolates,12/29/2024,1182023.44
AK001,DTC,Chocolates,12/29/2024,861480.39
AK001,Wholesale,Chocolates,12/30/2024,945791.68
AK001,DTC,Chocolates,12/30/2024,791196.85
AK001,Wholesale,Chocolates,12/31/2024,1006209.2
AK001,DTC,Chocolates,12/31/2024,714177.84
AK001,Wholesale,Chocolates,1/1/2025,629729.28
AK001,DTC,Chocolates,1/1/2025,343747.49
AK001,Wholesale,Chocolates,1/2/2025,661979.02
AK001,DTC,Chocolates,1/2/2025,421614.67
AK001,Wholesale,Chocolates,1/3/2025,593795.08
AK001,DTC,Chocolates,1/3/2025,339938.8
AK001,Wholesale,Chocolates,1/4/2025,584487.98
AK001,DTC,Chocolates,1/4/2025,386856.81
AK001,Wholesale,Chocolates,1/5/2025,502693.52
AK001,DTC,Chocolates,1/5/2025,345914.51
AK001,Wholesale,Chocolates,1/6/2025,804145.7
AK001,DTC,Chocolates,1/6/2025,405161.47
AK001,Wholesale,Chocolates,1/7/2025,639808.27
AK001,DTC,Chocolates,1/7/2025,421058.05
AK001,Wholesale,Chocolates,1/8/2025,593190.03
AK001,DTC,Chocolates,1/8/2025,343672.56
AK001,Wholesale,Chocolates,1/9/2025,611882.18
AK001,DTC,Chocolates,1/9/2025,378790.48
AK001,Wholesale,Chocolates,1/10/2025,522015.59
AK001,DTC,Chocolates,1/10/2025,355796.5
AK001,Wholesale,Chocolates,1/11/2025,632740.43
AK001,DTC,Chocolates,1/11/2025,438075.4
AK001,Wholesale,Chocolates,1/12/2025,507595.95
AK001,DTC,Chocolates,1/12/2025,426168.87
AK001,Wholesale,Chocolates,1/13/2025,736640.13
AK001,DTC,Chocolates,1/13/2025,440485.74
AK001,Wholesale,Chocolates,1/14/2025,659971.17
AK001,DTC,Chocolates,1/14/2025,502666.45
AK001,Wholesale,Chocolates,1/15/2025,665245.54
AK001,DTC,Chocolates,1/15/2025,335006.22
AK001,Wholesale,Chocolates,1/16/2025,609307.2
AK001,DTC,Chocolates,1/16/2025,337010.39
AK001,Wholesale,Chocolates,1/17/2025,600369.91
AK001,DTC,Chocolates,1/17/2025,416716.39
AK001,Wholesale,Chocolates,1/18/2025,551831.98
AK001,DTC,Chocolates,1/18/2025,425925.95
AK001,Wholesale,Chocolates,1/19/2025,538442.5
AK001,DTC,Chocolates,1/19/2025,425782.6
AK001,Wholesale,Chocolates,1/20/2025,670732.33
AK001,DTC,Chocolates,1/20/2025,492756.59
AK001,Wholesale,Chocolates,1/21/2025,639348.83
AK001,DTC,Chocolates,1/21/2025,534918.35
AK001,Wholesale,Chocolates,1/22/2025,641849.55
AK001,DTC,Chocolates,1/22/2025,370748.25
AK001,Wholesale,Chocolates,1/23/2025,516079.08
AK001,DTC,Chocolates,1/23/2025,447239.19
AK001,Wholesale,Chocolates,1/24/2025,618219.95
AK001,DTC,Chocolates,1/24/2025,416788.09
AK001,Wholesale,Chocolates,1/25/2025,514396.62
AK001,DTC,Chocolates,1/25/2025,414212.2
AK001,Wholesale,Chocolates,1/26/2025,516924.14
AK001,DTC,Chocolates,1/26/2025,335688.2
AK001,Wholesale,Chocolates,1/27/2025,618319.47
AK001,DTC,Chocolates,1/27/2025,511673.26
AK001,Wholesale,Chocolates,1/28/2025,603320.84
AK001,DTC,Chocolates,1/28/2025,500484.65
AK001,Wholesale,Chocolates,1/29/2025,644299.93
AK001,DTC,Chocolates,1/29/2025,340282.83
AK001,Wholesale,Chocolates,1/30/2025,595851.71
AK001,DTC,Chocolates,1/30/2025,383780.28
AK001,Wholesale,Chocolates,1/31/2025,665434.15
AK001,DTC,Chocolates,1/31/2025,354804.17
AK001,Wholesale,Chocolates,2/1/2025,567998.76
AK001,DTC,Chocolates,2/1/2025,453300.25
AK001,Wholesale,Chocolates,2/2/2025,654562.86
AK001,DTC,Chocolates,2/2/2025,426266.81
AK001,Wholesale,Chocolates,2/3/2025,784817.23
AK001,DTC,Chocolates,2/3/2025,505026.87
AK001,Wholesale,Chocolates,2/4/2025,653066.85
AK001,DTC,Chocolates,2/4/2025,477556.46
AK001,Wholesale,Chocolates,2/5/2025,549839.47
AK001,DTC,Chocolates,2/5/2025,400261.11
AK001,Wholesale,Chocolates,2/6/2025,597111.58
AK001,DTC,Chocolates,2/6/2025,403356.98
AK001,Wholesale,Chocolates,2/7/2025,541304.3
AK001,DTC,Chocolates,2/7/2025,424214.8
AK001,Wholesale,Chocolates,2/8/2025,608281.72
AK001,DTC,Chocolates,2/8/2025,428602.06
AK001,Wholesale,Chocolates,2/9/2025,682825.87
AK001,DTC,Chocolates,2/9/2025,416710.15
AK001,Wholesale,Chocolates,2/10/2025,739333.19
AK001,DTC,Chocolates,2/10/2025,457258.54
AK001,Wholesale,Chocolates,2/11/2025,687301.93
AK001,DTC,Chocolates,2/11/2025,504413.94
AK001,Wholesale,Chocolates,2/12/2025,613143.57
AK001,DTC,Chocolates,2/12/2025,353057.65
AK001,Wholesale,Chocolates,2/13/2025,689408.17
AK001,DTC,Chocolates,2/13/2025,402728.98
AK001,Wholesale,Chocolates,2/14/2025,692286.14
AK001,DTC,Chocolates,2/14/2025,364162.13
AK001,Wholesale,Chocolates,2/15/2025,534081.38
AK001,DTC,Chocolates,2/15/2025,343861.54
AK001,Wholesale,Chocolates,2/16/2025,695295.05
AK001,DTC,Chocolates,2/16/2025,365723.72
AK001,Wholesale,Chocolates,2/17/2025,627069.17
AK001,DTC,Chocolates,2/17/2025,501560.3
AK001,Wholesale,Chocolates,2/18/2025,674953.43
AK001,DTC,Chocolates,2/18/2025,550136.72
AK001,Wholesale,Chocolates,2/19/2025,640437.84
AK001,DTC,Chocolates,2/19/2025,390068.72
AK001,Wholesale,Chocolates,2/20/2025,524855.33
AK001,DTC,Chocolates,2/20/2025,369010.11
AK001,Wholesale,Chocolates,2/21/2025,691623.54
AK001,DTC,Chocolates,2/21/2025,422287.89
AK001,Wholesale,Chocolates,2/22/2025,547851.95
AK001,DTC,Chocolates,2/22/2025,350387.34
AK001,Wholesale,Chocolates,2/23/2025,651736.55
AK001,DTC,Chocolates,2/23/2025,343453.81
AK001,Wholesale,Chocolates,2/24/2025,786787.87
AK001,DTC,Chocolates,2/24/2025,534616.63
AK001,Wholesale,Chocolates,2/25/2025,703867.57
AK001,DTC,Chocolates,2/25/2025,441566.62
AK001,Wholesale,Chocolates,2/26/2025,566811.95
AK001,DTC,Chocolates,2/26/2025,445964.81
AK001,Wholesale,Gift Sets,1/1/2024,68128.71
AK001,DTC,Gift Sets,1/1/2024,40375.24
AK001,Wholesale,Gift Sets,1/2/2024,73191.2
AK001,DTC,Gift Sets,1/2/2024,52210.17
AK001,Wholesale,Gift Sets,1/3/2024,67311.79
AK001,DTC,Gift Sets,1/3/2024,48784.49
AK001,Wholesale,Gift Sets,1/4/2024,77111.9
AK001,DTC,Gift Sets,1/4/2024,46637.06
AK001,Wholesale,Gift Sets,1/5/2024,67351.09
AK001,DTC,Gift Sets,1/5/2024,42332.77
AK001,Wholesale,Gift Sets,1/6/2024,77177.7
AK001,DTC,Gift Sets,1/6/2024,60644.15
AK001,Wholesale,Gift Sets,1/7/2024,92975.01
AK001,DTC,Gift Sets,1/7/2024,63095.59
AK001,Wholesale,Gift Sets,1/8/2024,69749.77
AK001,DTC,Gift Sets,1/8/2024,42847.8
AK001,Wholesale,Gift Sets,1/9/2024,75226.48
AK001,DTC,Gift Sets,1/9/2024,43890.01
AK001,Wholesale,Gift Sets,1/10/2024,63343.89
AK001,DTC,Gift Sets,1/10/2024,50294.25
AK001,Wholesale,Gift Sets,1/11/2024,63496.35
AK001,DTC,Gift Sets,1/11/2024,50510.38
AK001,Wholesale,Gift Sets,1/12/2024,70965.41
AK001,DTC,Gift Sets,1/12/2024,51244.14
AK001,Wholesale,Gift Sets,1/13/2024,79504.45
AK001,DTC,Gift Sets,1/13/2024,63591.9
AK001,Wholesale,Gift Sets,1/14/2024,95426.73
AK001,DTC,Gift Sets,1/14/2024,48319.18
AK001,Wholesale,Gift Sets,1/15/2024,66263.13
